Date,Gender,GameID,Team1,Team2,SchoolClass,SchoolRegion,SchoolDivision,OppDiv,GameNum,Rank,RecordText,GamesPlayed,GamesScheduled,PI,TI,Result,Winner,Loser,WinPoints,OppPreliminaryIndex,WinFlag,LossFlag,TieFlag,HomeTeam,AwayTeam,HomeScore,AwayScore,ScrapedAt
2026-02-04,Boys,9162,York,Cape Elizabeth,B,South,South-B,South-B,18,1,17-1-0 (0.944),18,18,36.0,151.8518483333,win,York,Cape Elizabeth,38.0,16.444444,X,,,Cape Elizabeth,York,39.0,71.0,2026-02-08T20:16:07Z
2025-12-09,Girls,9184,Gray-New Gloucester,Cape Elizabeth,B,South,South-B,South-B,2,1,17-1-0 (0.944),18,18,36.111111,172.8395022222,win,Gray-New Gloucester,Cape Elizabeth,38.0,16.555555,X,,,Cape Elizabeth,Gray-New Gloucester,34.0,68.0,2026-02-08T20:16:07Z
2025-12-13,Girls,9186,Cape Elizabeth,Lincoln Academy,B,South,South-B,South-B,3,14,8-10-0 (0.444),18,18,16.555555,41.6049361111,win,Cape Elizabeth,Lincoln Academy,38.0,12.444444,X,,,Cape Elizabeth,Lincoln Academy,50.0,42.0,2026-02-08T20:16:07Z
2025-12-18,Girls,9188,Greely,Cape Elizabeth,B,South,South-B,South-B,5,4,13-5-0 (0.722),18,18,27.444444,111.4197505555,win,Greely,Cape Elizabeth,38.0,16.555555,X,,,Cape Elizabeth,Greely,27.0,29.0,2026-02-08T20:16:07Z
2026-01-06,Girls,9192,York,Cape Elizabeth,B,South,South-B,South-B,9,3,12-6-0 (0.667),18,18,25.111111,122.0370338888,win,York,Cape Elizabeth,38.0,16.555555,X,,,Cape Elizabeth,York,28.0,52.0,2026-02-08T20:16:07Z
2026-01-13,Girls,9194,Cape Elizabeth,Fryeburg Academy,B,South,South-B,South-B,11,14,8-10-0 (0.444),18,18,16.555555,41.6049361111,win,Cape Elizabeth,Fryeburg Academy,38.0,1.0,X,,,Cape Elizabeth,Fryeburg Academy,37.0,19.0,2026-02-08T20:16:07Z
2026-01-17,Girls,9196,Wells,Cape Elizabeth,C,South,South-C,South-B,12,3,16-2-0 (0.889),18,18,31.888888,124.5061677777,win,Wells,Cape Elizabeth,38.0,16.555555,X,,,Cape Elizabeth,Wells,33.0,34.0,2026-02-08T20:16:07Z
2026-01-23,Girls,9198,Lake Region,Cape Elizabeth,B,South,South-B,South-B,14,10,7-11-0 (0.389),18,18,14.444444,48.209875,win,Lake Region,Cape Elizabeth,38.0,16.555555,X,,,Cape Elizabeth,Lake Region,34.0,44.0,2026-02-08T20:16:07Z
2026-01-27,Girls,9200,Cape Elizabeth,Waynflete,B,South,South-B,South-C,15,14,8-10-0 (0.444),18,18,16.555555,41.6049361111,win,Cape Elizabeth,Waynflete,36.0,7.555555,X,,,Cape Elizabeth,Waynflete,50.0,17.0,2026-02-08T20:16:07Z
2026-02-02,Girls,9202,Cape Elizabeth,Yarmouth,B,South,South-B,South-B,17,14,8-10-0 (0.444),18,18,16.555555,41.6049361111,win,Cape Elizabeth,Yarmouth,38.0,18.888888,X,,,Cape Elizabeth,Yarmouth,37.0,18.0,2026-02-08T20:16:07Z
2025-12-08,Boys,9310,Greely,Fryeburg Academy,B,South,South-B,South-B,2,12,5-13-0 (0.278),18,18,10.555555,23.1481472222,win,Greely,Fryeburg Academy,38.0,1.0,X,,,Greely,Fryeburg Academy,50.0,43.0,2026-02-08T20:16:07Z
2025-12-12,Boys,9313,Mount Ararat,Fryeburg Academy,A,North,North-A,South-B,3,12,2-16-0 (0.111),18,18,4.222222,7.5925922222,win,Mount Ararat,Fryeburg Academy,38.0,1.0,X,,,Mount Ararat,Fryeburg Academy,65.0,38.0,2026-02-08T20:16:07Z
2025-12-16,Boys,9315,Poland Regional,Fryeburg Academy,B,South,South-B,South-B,5,6,12-6-0 (0.667),18,18,25.0,83.3514861111,win,Poland Regional,Fryeburg Academy,38.0,1.0,X,,,Fryeburg Academy,Poland Regional,35.0,68.0,2026-02-08T20:16:07Z
2025-12-18,Boys,9317,York,Fryeburg Academy,B,South,South-B,South-B,5,1,17-1-0 (0.944),18,18,36.0,151.8518483333,win,York,Fryeburg Academy,38.0,1.0,X,,,Fryeburg Academy,York,26.0,66.0,2026-02-08T20:16:07Z
2025-12-20,Boys,9319,Freeport,Fryeburg Academy,B,South,South-B,South-B,5,13,5-13-0 (0.278),18,18,10.555555,19.8765422222,win,Freeport,Fryeburg Academy,38.0,1.0,X,,,Freeport,Fryeburg Academy,55.0,31.0,2026-02-08T20:16:07Z
2026-01-02,Boys,9321,Gray-New Gloucester,Fryeburg Academy,B,South,South-B,South-B,8,9,6-12-0 (0.333),18,18,12.666666,39.382715,win,Gray-New Gloucester,Fryeburg Academy,38.0,1.0,X,,,Fryeburg Academy,Gray-New Gloucester,43.0,72.0,2026-02-08T20:16:07Z
2026-01-06,Boys,9323,Lake Region,Fryeburg Academy,B,South,South-B,South-B,8,3,15-3-0 (0.833),18,18,31.333333,120.5737077777,win,Lake Region,Fryeburg Academy,38.0,1.0,X,,,Fryeburg Academy,Lake Region,43.0,61.0,2026-02-08T20:16:07Z
2026-01-09,Boys,9325,Yarmouth,Fryeburg Academy,B,South,South-B,South-B,10,4,14-4-0 (0.778),18,18,29.444444,115.2650661111,win,Yarmouth,Fryeburg Academy,38.0,1.0,X,,,Yarmouth,Fryeburg Academy,69.0,42.0,2026-02-08T20:16:07Z
2026-01-13,Boys,9327,Cape Elizabeth,Fryeburg Academy,B,South,South-B,South-B,11,8,8-10-0 (0.444),18,18,16.444444,62.85766,win,Cape Elizabeth,Fryeburg Academy,38.0,1.0,X,,,Fryeburg Academy,Cape Elizabeth,49.0,70.0,2026-02-08T20:16:07Z
2026-01-16,Boys,9329,Greely,Fryeburg Academy,B,South,South-B,South-B,12,12,5-13-0 (0.278),18,18,10.555555,23.1481472222,win,Greely,Fryeburg Academy,38.0,1.0,X,,,Fryeburg Academy,Greely,34.0,41.0,2026-02-08T20:16:07Z
2026-01-23,Boys,9333,York,Fryeburg Academy,B,South,South-B,South-B,14,1,17-1-0 (0.944),18,18,36.0,151.8518483333,win,York,Fryeburg Academy,38.0,1.0,X,,,York,Fryeburg Academy,82.0,33.0,2026-02-08T20:16:07Z
2026-01-27,Boys,9335,Freeport,Fryeburg Academy,B,South,South-B,South-B,15,13,5-13-0 (0.278),18,18,10.555555,19.8765422222,win,Freeport,Fryeburg Academy,38.0,1.0,X,,,Fryeburg Academy,Freeport,32.0,42.0,2026-02-08T20:16:07Z
2026-01-29,Boys,9337,Lake Region,Fryeburg Academy,B,South,South-B,South-B,16,3,15-3-0 (0.833),18,18,31.333333,120.5737077777,win,Lake Region,Fryeburg Academy,38.0,1.0,X,,,Lake Region,Fryeburg Academy,74.0,29.0,2026-02-08T20:16:07Z
2026-01-22,Boys,9339,Gray-New Gloucester,Fryeburg Academy,B,South,South-B,South-B,15,9,6-12-0 (0.333),18,18,12.666666,39.382715,win,Gray-New Gloucester,Fryeburg Academy,38.0,1.0,X,,,Gray-New Gloucester,Fryeburg Academy,65.0,43.0,2026-02-08T20:16:07Z
2026-02-02,Boys,9341,Wells,Fryeburg Academy,C,South,South-C,South-B,17,9,9-9-0 (0.500),18,18,17.666666,54.5243261111,win,Wells,Fryeburg Academy,38.0,1.0,X,,,Fryeburg Academy,Wells,45.0,51.0,2026-02-08T20:16:07Z
2026-02-04,Boys,9343,Yarmouth,Fryeburg Academy,B,South,South-B,South-B,18,4,14-4-0 (0.778),18,18,29.444444,115.2650661111,win,Yarmouth,Fryeburg Academy,38.0,1.0,X,,,Fryeburg Academy,Yarmouth,36.0,61.0,2026-02-08T20:16:07Z
2025-12-05,Girls,9345,Cape Elizabeth,Fryeburg Academy,B,South,South-B,South-B,1,14,8-10-0 (0.444),18,18,16.555555,41.6049361111,win,Cape Elizabeth,Fryeburg Academy,38.0,1.0,X,,,Fryeburg Academy,Cape Elizabeth,25.0,30.0,2026-02-08T20:16:07Z
2025-12-08,Girls,9347,Greely,Fryeburg Academy,B,South,South-B,South-B,2,4,13-5-0 (0.722),18,18,27.444444,111.4197505555,win,Greely,Fryeburg Academy,38.0,1.0,X,,,Fryeburg Academy,Greely,22.0,45.0,2026-02-08T20:16:07Z
2025-12-13,Girls,9349,Mount Ararat,Fryeburg Academy,A,North,North-A,South-B,3,1,17-1-0 (0.944),18,18,37.444444,162.0370333333,win,Mount Ararat,Fryeburg Academy,38.0,1.0,X,,,Fryeburg Academy,Mount Ararat,9.0,56.0,2026-02-08T20:16:07Z
2025-12-16,Girls,9351,Poland Regional,Fryeburg Academy,B,South,South-B,South-B,5,6,12-6-0 (0.667),18,18,25.111111,85.0617255555,win,Poland Regional,Fryeburg Academy,38.0,1.0,X,,,Poland Regional,Fryeburg Academy,48.0,22.0,2026-02-08T20:16:07Z
2025-12-18,Girls,9353,York,Fryeburg Academy,B,South,South-B,South-B,5,3,12-6-0 (0.667),18,18,25.111111,122.0370338888,win,York,Fryeburg Academy,38.0,1.0,X,,,York,Fryeburg Academy,61.0,28.0,2026-02-08T20:16:07Z
2025-12-20,Girls,9355,Freeport,Fryeburg Academy,B,South,South-B,South-B,6,8,8-10-0 (0.444),18,18,17.0,58.209875,win,Freeport,Fryeburg Academy,38.0,1.0,X,,,Fryeburg Academy,Freeport,30.0,38.0,2026-02-08T20:16:07Z
2026-01-02,Girls,9357,Gray-New Gloucester,Fryeburg Academy,B,South,South-B,South-B,8,1,17-1-0 (0.944),18,18,36.111111,172.8395022222,win,Gray-New Gloucester,Fryeburg Academy,38.0,1.0,X,,,Gray-New Gloucester,Fryeburg Academy,72.0,18.0,2026-02-08T20:16:07Z
2026-01-06,Girls,9359,Lake Region,Fryeburg Academy,B,South,South-B,South-B,8,10,7-11-0 (0.389),18,18,14.444444,48.209875,win,Lake Region,Fryeburg Academy,38.0,1.0,X,,,Fryeburg Academy,Lake Region,36.0,41.0,2026-02-08T20:16:07Z
2026-01-09,Girls,9361,Yarmouth,Fryeburg Academy,B,South,South-B,South-B,10,9,9-9-0 (0.500),18,18,18.888888,53.8888872222,win,Yarmouth,Fryeburg Academy,38.0,1.0,X,,,Fryeburg Academy,Yarmouth,26.0,46.0,2026-02-08T20:16:07Z
2026-01-16,Girls,9363,Greely,Fryeburg Academy,B,South,South-B,South-B,12,4,13-5-0 (0.722),18,18,27.444444,111.4197505555,win,Greely,Fryeburg Academy,38.0,1.0,X,,,Greely,Fryeburg Academy,31.0,16.0,2026-02-08T20:16:07Z
2026-01-20,Girls,9365,Poland Regional,Fryeburg Academy,B,South,South-B,South-B,13,6,12-6-0 (0.667),18,18,25.111111,85.0617255555,win,Poland Regional,Fryeburg Academy,38.0,1.0,X,,,Fryeburg Academy,Poland Regional,36.0,50.0,2026-02-08T20:16:07Z
2026-01-23,Girls,9367,York,Fryeburg Academy,B,South,South-B,South-B,14,3,12-6-0 (0.667),18,18,25.111111,122.0370338888,win,York,Fryeburg Academy,38.0,1.0,X,,,Fryeburg Academy,York,18.0,43.0,2026-02-08T20:16:07Z
2026-01-27,Girls,9369,Freeport,Fryeburg Academy,B,South,South-B,South-B,15,8,8-10-0 (0.444),18,18,17.0,58.209875,win,Freeport,Fryeburg Academy,38.0,1.0,X,,,Freeport,Fryeburg Academy,44.0,31.0,2026-02-08T20:16:07Z
2026-01-29,Girls,9371,Lake Region,Fryeburg Academy,B,South,South-B,South-B,16,10,7-11-0 (0.389),18,18,14.444444,48.209875,win,Lake Region,Fryeburg Academy,38.0,1.0,X,,,Lake Region,Fryeburg Academy,46.0,37.0,2026-02-08T20:16:07Z
2026-01-22,Girls,9373,Gray-New Gloucester,Fryeburg Academy,B,South,South-B,South-B,15,1,17-1-0 (0.944),18,18,36.111111,172.8395022222,win,Gray-New Gloucester,Fryeburg Academy,38.0,1.0,X,,,Fryeburg Academy,Gray-New Gloucester,26.0,73.0,2026-02-08T20:16:07Z
2026-02-02,Girls,9375,Wells,Fryeburg Academy,C,South,South-C,South-B,17,3,16-2-0 (0.889),18,18,31.888888,124.5061677777,win,Wells,Fryeburg Academy,38.0,1.0,X,,,Wells,Fryeburg Academy,58.0,27.0,2026-02-08T20:16:07Z
2026-02-04,Girls,9377,Yarmouth,Fryeburg Academy,B,South,South-B,South-B,18,9,9-9-0 (0.500),18,18,18.888888,53.8888872222,win,Yarmouth,Fryeburg Academy,38.0,1.0,X,,,Yarmouth,Fryeburg Academy,52.0,44.0,2026-02-08T20:16:07Z
2025-12-05,Boys,9521,Yarmouth,Poland Regional,B,South,South-B,South-B,1,4,14-4-0 (0.778),18,18,29.444444,115.2650661111,win,Yarmouth,Poland Regional,38.0,25.0,X,,,Yarmouth,Poland Regional,60.0,42.0,2026-02-08T20:16:07Z
2025-12-09,Boys,9523,Poland Regional,Leavitt Area,B,South,South-B,South-B,2,6,12-6-0 (0.667),18,18,25.0,83.3514861111,win,Poland Regional,Leavitt Area,38.0,23.0,X,,,Poland Regional,Leavitt Area,79.0,74.0,2026-02-08T20:16:07Z
2025-12-11,Boys,9525,Lake Region,Poland Regional,B,South,South-B,South-B,2,3,15-3-0 (0.833),18,18,31.333333,120.5737077777,win,Lake Region,Poland Regional,38.0,25.0,X,,,Poland Regional,Lake Region,54.0,65.0,2026-02-08T20:16:07Z
2025-12-13,Boys,9527,Poland Regional,Greely,B,South,South-B,South-B,4,6,12-6-0 (0.667),18,18,25.0,83.3514861111,win,Poland Regional,Greely,38.0,10.555555,X,,,Poland Regional,Greely,47.0,44.0,2026-02-08T20:16:07Z
2025-12-18,Boys,9531,Poland Regional,Waynflete,B,South,South-B,South-C,6,6,12-6-0 (0.667),18,18,25.0,83.3514861111,win,Poland Regional,Waynflete,36.0,18.588235,X,,,Waynflete,Poland Regional,51.0,84.0,2026-02-08T20:16:07Z
2026-01-02,Boys,9537,Leavitt Area,Poland Regional,B,South,South-B,South-B,8,5,11-7-0 (0.611),18,18,23.0,99.9999972222,win,Leavitt Area,Poland Regional,38.0,25.0,X,,,Leavitt Area,Poland Regional,78.0,75.0,2026-02-08T20:16:07Z
2026-01-07,Boys,9539,Gardiner Area,Poland Regional,B,North,North-B,South-B,9,3,15-3-0 (0.833),18,18,31.666666,150.1851822222,win,Gardiner Area,Poland Regional,38.0,25.0,X,,,Poland Regional,Gardiner Area,67.0,75.0,2026-02-08T20:16:07Z
2026-01-10,Boys,9541,Lake Region,Poland Regional,B,South,South-B,South-B,10,3,15-3-0 (0.833),18,18,31.333333,120.5737077777,win,Lake Region,Poland Regional,38.0,25.0,X,,,Lake Region,Poland Regional,62.0,50.0,2026-02-08T20:16:07Z
2026-01-14,Boys,9543,Poland Regional,Freeport,B,South,South-B,South-B,11,6,12-6-0 (0.667),18,18,25.0,83.3514861111,win,Poland Regional,Freeport,38.0,10.555555,X,,,Freeport,Poland Regional,50.0,72.0,2026-02-08T20:16:07Z
2026-01-17,Boys,9545,Poland Regional,Gray-New Gloucester,B,South,South-B,South-B,12,6,12-6-0 (0.667),18,18,25.0,83.3514861111,win,Poland Regional,Gray-New Gloucester,38.0,12.666666,X,,,Poland Regional,Gray-New Gloucester,73.0,45.0,2026-02-08T20:16:07Z
2026-01-20,Boys,9547,Poland Regional,Fryeburg Academy,B,South,South-B,South-B,13,6,12-6-0 (0.667),18,18,25.0,83.3514861111,win,Poland Regional,Fryeburg Academy,38.0,1.0,X,,,Poland Regional,Fryeburg Academy,83.0,45.0,2026-02-08T20:16:07Z
2026-01-24,Boys,9549,Poland Regional,Traip Academy,B,South,South-B,South-C,14,6,12-6-0 (0.667),18,18,25.0,83.3514861111,win,Poland Regional,Traip Academy,36.0,11.555555,X,,,Traip Academy,Poland Regional,34.0,73.0,2026-02-08T20:16:07Z
2026-01-27,Boys,9551,Poland Regional,Wells,B,South,South-B,South-C,15,6,12-6-0 (0.667),18,18,25.0,83.3514861111,win,Poland Regional,Wells,36.0,17.666666,X,,,Poland Regional,Wells,67.0,56.0,2026-02-08T20:16:07Z
2026-01-31,Boys,9553,York,Poland Regional,B,South,South-B,South-B,16,1,17-1-0 (0.944),18,18,36.0,151.8518483333,win,York,Poland Regional,38.0,25.0,X,,,York,Poland Regional,72.0,57.0,2026-02-08T20:16:07Z
2026-02-04,Boys,9555,Poland Regional,Freeport,B,South,South-B,South-B,18,6,12-6-0 (0.667),18,18,25.0,83.3514861111,win,Poland Regional,Freeport,38.0,10.555555,X,,,Poland Regional,Freeport,76.0,51.0,2026-02-08T20:16:07Z
2025-12-05,Girls,9632,Poland Regional,Yarmouth,B,South,South-B,South-B,1,6,12-6-0 (0.667),18,18,25.111111,85.0617255555,win,Poland Regional,Yarmouth,38.0,18.888888,X,,,Poland Regional,Yarmouth,32.0,17.0,2026-02-08T20:16:07Z
2025-12-09,Girls,9634,Leavitt Area,Poland Regional,B,South,South-B,South-B,2,7,8-10-0 (0.444),18,18,16.888888,58.5802455555,win,Leavitt Area,Poland Regional,38.0,25.111111,X,,,Leavitt Area,Poland Regional,41.0,37.0,2026-02-08T20:16:07Z
2025-12-11,Girls,9636,Poland Regional,Lake Region,B,South,South-B,South-B,3,6,12-6-0 (0.667),18,18,25.111111,85.0617255555,win,Poland Regional,Lake Region,38.0,14.444444,X,,,Poland Regional,Lake Region,50.0,44.0,2026-02-08T20:16:07Z
2025-12-13,Girls,9638,Greely,Poland Regional,B,South,South-B,South-B,3,4,13-5-0 (0.722),18,18,27.444444,111.4197505555,win,Greely,Poland Regional,38.0,25.111111,X,,,Greely,Poland Regional,35.0,33.0,2026-02-08T20:16:07Z
2025-12-18,Girls,9640,Poland Regional,Waynflete,B,South,South-B,South-C,6,6,12-6-0 (0.667),18,18,25.111111,85.0617255555,win,Poland Regional,Waynflete,36.0,7.555555,X,,,Poland Regional,Waynflete,56.0,25.0,2026-02-08T20:16:07Z
2026-01-07,Girls,9644,Gardiner Area,Poland Regional,B,North,North-B,South-B,9,1,17-1-0 (0.944),18,18,36.0,162.6543172222,win,Gardiner Area,Poland Regional,38.0,25.111111,X,,,Gardiner Area,Poland Regional,59.0,37.0,2026-02-08T20:16:07Z
2026-01-10,Girls,9646,Poland Regional,Lake Region,B,South,South-B,South-B,9,6,12-6-0 (0.667),18,18,25.111111,85.0617255555,win,Poland Regional,Lake Region,38.0,14.444444,X,,,Lake Region,Poland Regional,31.0,47.0,2026-02-08T20:16:07Z
2026-01-13,Girls,9648,Poland Regional,Leavitt Area,B,South,South-B,South-B,10,6,12-6-0 (0.667),18,18,25.111111,85.0617255555,win,Poland Regional,Leavitt Area,38.0,16.888888,X,,,Poland Regional,Leavitt Area,63.0,29.0,2026-02-08T20:16:07Z
2026-01-15,Girls,9650,Poland Regional,Freeport,B,South,South-B,South-B,11,6,12-6-0 (0.667),18,18,25.111111,85.0617255555,win,Poland Regional,Freeport,38.0,17.0,X,,,Poland Regional,Freeport,41.0,38.0,2026-02-08T20:16:07Z
2026-01-17,Girls,9652,Gray-New Gloucester,Poland Regional,B,South,South-B,South-B,13,1,17-1-0 (0.944),18,18,36.111111,172.8395022222,win,Gray-New Gloucester,Poland Regional,38.0,25.111111,X,,,Gray-New Gloucester,Poland Regional,66.0,36.0,2026-02-08T20:16:07Z
2026-01-24,Girls,9654,Poland Regional,Traip Academy,B,South,South-B,South-C,14,6,12-6-0 (0.667),18,18,25.111111,85.0617255555,win,Poland Regional,Traip Academy,36.0,11.777777,X,,,Poland Regional,Traip Academy,68.0,17.0,2026-02-08T20:16:07Z
2026-01-27,Girls,9656,Wells,Poland Regional,C,South,South-C,South-B,15,3,16-2-0 (0.889),18,18,31.888888,124.5061677777,win,Wells,Poland Regional,38.0,25.111111,X,,,Wells,Poland Regional,53.0,47.0,2026-02-08T20:16:07Z
2026-01-29,Girls,9658,Poland Regional,Cape Elizabeth,B,South,South-B,South-B,16,6,12-6-0 (0.667),18,18,25.111111,85.0617255555,win,Poland Regional,Cape Elizabeth,38.0,16.555555,X,,,Poland Regional,Cape Elizabeth,36.0,31.0,2026-02-08T20:16:07Z
2026-01-31,Girls,9660,York,Poland Regional,B,South,South-B,South-B,16,3,12-6-0 (0.667),18,18,25.111111,122.0370338888,win,York,Poland Regional,38.0,25.111111,X,,,Poland Regional,York,50.0,57.0,2026-02-08T20:16:07Z
2026-02-04,Girls,9662,Poland Regional,Freeport,B,South,South-B,South-B,18,6,12-6-0 (0.667),18,18,25.111111,85.0617255555,win,Poland Regional,Freeport,38.0,17.0,X,,,Freeport,Poland Regional,47.0,48.0,2026-02-08T20:16:07Z
2025-12-05,Boys,9681,Wells,North Yarmouth Academy,C,South,South-C,South-D,1,9,9-9-0 (0.500),18,18,17.666666,54.5243261111,win,Wells,North Yarmouth Academy,34.0,7.444444,X,,,Wells,North Yarmouth Academy,64.0,31.0,2026-02-08T20:16:07Z
2025-12-16,Boys,9683,Lake Region,Wells,B,South,South-B,South-C,3,3,15-3-0 (0.833),18,18,31.333333,120.5737077777,win,Lake Region,Wells,36.0,17.666666,X,,,Wells,Lake Region,40.0,46.0,2026-02-08T20:16:07Z
2025-12-22,Boys,9685,York,Wells,B,South,South-B,South-C,7,1,17-1-0 (0.944),18,18,36.0,151.8518483333,win,York,Wells,36.0,17.666666,X,,,Wells,York,41.0,72.0,2026-02-08T20:16:07Z
2026-01-06,Boys,9687,Traip Academy,Wells,C,South,South-C,South-C,8,12,6-12-0 (0.333),18,18,11.555555,41.129265,win,Traip Academy,Wells,36.0,17.666666,X,,,Wells,Traip Academy,40.0,47.0,2026-02-08T20:16:07Z
2026-01-09,Boys,9689,Spruce Mountain,Wells,C,South,South-C,South-C,9,1,16-2-0 (0.889),18,18,31.555555,162.90123,win,Spruce Mountain,Wells,36.0,17.666666,X,,,Wells,Spruce Mountain,49.0,66.0,2026-02-08T20:16:07Z
2026-01-17,Boys,9691,Cape Elizabeth,Wells,B,South,South-B,South-C,12,8,8-10-0 (0.444),18,18,16.444444,62.85766,win,Cape Elizabeth,Wells,36.0,17.666666,X,,,Wells,Cape Elizabeth,58.0,65.0,2026-02-08T20:16:07Z
