K,ELO_START,PROB_ELO_SCALE,TOTAL_SHRINK,BASE_TOTAL,HOME_ADV,MARGIN_DIVISOR,MARGIN_KEEP,PROB_POINT_SCALE,Played,FavAccPct,MarginMAE,MarginRMSE,Within5Pct,Within10Pct,TotalMAE,TotalBias,Calib_50_59_Hit,Calib_50_59_AvgProb,Games_60plus,Acc_60plus,Score
18.0,1500.0,400.0,0.65,95.0,0.0,16.0,0.55,12.0,2314,74.5894554883319,20.58026541775957,25.8973808304654,15.168539325842698,31.41745894554883,17.295920426290188,0.5683106612143772,73.57723577235772,52.78611418771974,100,97.0,23.872674457598727
18.0,1500.0,400.0,0.65,95.0,0.0,16.0,0.55,6.0,2314,74.5894554883319,20.58026541775957,25.8973808304654,15.168539325842698,31.41745894554883,17.295920426290188,0.5683106612143772,69.07386990077177,53.67311599558895,500,94.6,23.992674457598728
18.0,1500.0,400.0,0.65,95.0,0.0,12.0,0.45,10.0,2314,74.5894554883319,20.478899680042467,25.783491290688104,15.341400172860848,31.676750216076062,17.306719390141062,0.7079378659778743,72.005772005772,53.13459319344174,235,97.44680851063829,24.089704536586126
18.0,1500.0,400.0,0.65,95.0,0.0,12.0,0.45,12.0,2314,74.5894554883319,20.478899680042467,25.783491290688104,15.341400172860848,31.676750216076062,17.306719390141062,0.7079378659778743,73.19871500688389,52.918783444797526,135,97.03703703703704,24.11019311026619
18.0,1500.0,400.0,0.65,95.0,0.0,12.0,0.45,8.0,2314,74.5894554883319,20.478899680042467,25.783491290688104,15.341400172860848,31.676750216076062,17.306719390141062,0.7079378659778743,70.64220183486239,53.47813669581773,352,96.5909090909091,24.13249950757259
18.0,1500.0,400.0,0.65,95.0,0.0,14.0,0.55,10.0,2314,74.5894554883319,20.421322223322523,25.71884778819644,15.211754537597233,31.84961106309421,17.31362844691183,0.7877248401284448,71.7201166180758,53.21210353079528,256,97.65625,24.216926738829983
18.0,1500.0,400.0,0.65,95.0,0.0,14.0,0.55,12.0,2314,74.5894554883319,20.421322223322523,25.71884778819644,15.211754537597233,31.84961106309421,17.31362844691183,0.7877248401284448,72.7992547741034,52.94860459679997,167,97.60479041916167,24.219499717871898
18.0,1500.0,400.0,0.65,95.0,0.0,14.0,0.55,8.0,2314,74.5894554883319,20.421322223322523,25.71884778819644,15.211754537597233,31.84961106309421,17.31362844691183,0.7877248401284448,70.07299270072993,53.49081283197137,396,96.46464646464646,24.276506915597658
18.0,1500.0,400.0,0.65,95.0,0.0,12.0,0.45,6.0,2314,74.5894554883319,20.478899680042467,25.783491290688104,15.341400172860848,31.676750216076062,17.306719390141062,0.7079378659778743,68.10244470314319,53.63836272697495,596,93.28859060402685,24.2976154319167
18.0,1500.0,400.0,0.65,95.0,0.0,16.0,0.65,10.0,2314,74.5894554883319,20.378410355743785,25.67057520145366,15.12532411408816,31.979256698357823,17.319019574643736,0.8475650707413721,71.44259077526988,53.25300586180606,276,97.82608695652173,24.312050546172287
18.0,1500.0,400.0,0.65,95.0,0.0,16.0,0.65,12.0,2314,74.5894554883319,20.378410355743785,25.67057520145366,15.12532411408816,31.979256698357823,17.319019574643736,0.8475650707413721,72.74427302477794,53.0219475963216,175,97.14285714285714,24.346212036855515
18.0,1500.0,400.0,0.65,95.0,0.0,16.0,0.65,8.0,2314,74.5894554883319,20.378410355743785,25.67057520145366,15.12532411408816,31.979256698357823,17.319019574643736,0.8475650707413721,69.83122362869199,53.53243548244041,418,96.17224880382776,24.394742453806984
18.0,1500.0,400.0,0.65,95.0,0.0,14.0,0.55,6.0,2314,74.5894554883319,20.421322223322523,25.71884778819644,15.211754537597233,31.84961106309421,17.31362844691183,0.7877248401284448,67.6923076923077,53.70418091818794,624,93.26923076923077,24.436277700368443
18.0,1500.0,400.0,0.65,95.0,0.0,16.0,0.65,6.0,2314,74.5894554883319,20.378410355743785,25.67057520145366,15.12532411408816,31.979256698357823,17.319019574643736,0.8475650707413721,66.87041564792176,53.61903542866597,678,93.21533923303835,24.542587932346457
18.0,1500.0,400.0,0.65,95.0,0.0,10.0,0.45,12.0,2314,74.5894554883319,20.23871922767136,25.514152660260226,15.168539325842698,31.936041486603283,17.33913184156249,1.0430431574102688,72.005772005772,53.13459319344173,235,97.44680851063829,24.672237344686792
18.0,1500.0,400.0,0.65,95.0,0.0,10.0,0.45,10.0,2314,74.5894554883319,20.23871922767136,25.514152660260226,15.168539325842698,31.936041486603283,17.33913184156249,1.0430431574102688,70.84592145015105,53.41813247212572,328,97.2560975609756,24.681772892169928
18.0,1500.0,400.0,0.65,95.0,0.0,12.0,0.55,12.0,2314,74.5894554883319,20.21220906643726,25.48458003635005,15.168539325842698,32.0656871218669,17.34335533688385,1.0802770786805347,71.93828351012536,53.17542662251403,240,97.5,24.73501402746355
18.0,1500.0,400.0,0.65,95.0,0.0,12.0,0.55,10.0,2314,74.5894554883319,20.21220906643726,25.48458003635005,15.168539325842698,32.0656871218669,17.34335533688385,1.0802770786805347,70.76378351036925,53.450721240639936,337,97.0326409495549,24.758381979985803
18.0,1500.0,400.0,0.65,95.0,0.0,14.0,0.65,12.0,2314,74.5894554883319,20.19329465178118,25.463500608982446,15.211754537597233,32.0656871218669,17.346400927317358,1.106872736730725,71.8840579710145,53.20305412352707,244,97.54098360655738,24.77974454634153
18.0,1500.0,400.0,0.65,95.0,0.0,10.0,0.45,8.0,2314,74.5894554883319,20.23871922767136,25.514152660260226,15.168539325842698,31.936041486603283,17.33913184156249,1.0430431574102688,69.13377192982456,53.64171267041269,490,94.89795918367346,24.799679811035034
18.0,1500.0,400.0,0.65,95.0,0.0,14.0,0.65,10.0,2314,74.5894554883319,20.19329465178118,25.463500608982446,15.211754537597233,32.0656871218669,17.346400927317358,1.106872736730725,70.67478437341451,53.475052390592936,343,97.08454810495627,24.802566321421587
18.0,1500.0,400.0,0.65,95.0,0.0,12.0,0.55,8.0,2314,74.5894554883319,20.21220906643726,25.48458003635005,15.168539325842698,32.0656871218669,17.34335533688385,1.0802770786805347,69.07386990077177,53.67311599558895,500,94.6,24.88001402746355
18.0,1500.0,400.0,0.65,95.0,0.0,10.0,0.45,6.0,2314,74.5894554883319,20.23871922767136,25.514152660260226,15.168539325842698,31.936041486603283,17.33913184156249,1.0430431574102688,66.4572864321608,53.8177533077207,722,92.5207756232687,24.91853898905527
18.0,1500.0,400.0,0.65,95.0,0.0,14.0,0.65,8.0,2314,74.5894554883319,20.19329465178118,25.463500608982446,15.211754537597233,32.0656871218669,17.346400927317358,1.106872736730725,68.91364902506963,53.653250481084896,519,94.21965317919076,24.94581106770986
18.0,1500.0,400.0,0.65,95.0,0.0,12.0,0.55,6.0,2314,74.5894554883319,20.21220906643726,25.48458003635005,15.168539325842698,32.0656871218669,17.34335533688385,1.0802770786805347,66.20164870006342,53.828779088555194,737,92.53731343283582,24.983148355821758
18.0,1500.0,400.0,0.65,95.0,0.0,14.0,0.65,6.0,2314,74.5894554883319,20.19329465178118,25.463500608982446,15.211754537597233,32.0656871218669,17.346400927317358,1.106872736730725,65.52171095268956,53.74180857705075,771,92.7367055771725,25.019958447810772
18.0,1500.0,400.0,0.65,95.0,0.0,12.0,0.65,12.0,2314,74.5894554883319,19.950617683969824,25.192837930345924,15.903197925669835,32.238547968885044,17.389748713779937,1.452616291383195,70.83123425692695,53.42525591797982,329,97.26443768996961,25.407068254032758
18.0,1500.0,400.0,0.65,95.0,0.0,10.0,0.55,12.0,2314,74.5894554883319,19.92485444629045,25.164067675908797,15.903197925669835,32.195332757130515,17.39481620767786,1.4898502126534612,70.76378351036925,53.45072124063992,337,97.0326409495549,25.48531180865226
18.0,1500.0,400.0,0.65,95.0,0.0,12.0,0.65,10.0,2314,74.5894554883319,19.950617683969824,25.192837930345924,15.903197925669835,32.238547968885044,17.389748713779937,1.452616291383195,69.26006528835691,53.55645486840598,476,95.16806722689076,25.511886777186703
18.0,1500.0,400.0,0.65,95.0,0.0,10.0,0.55,10.0,2314,74.5894554883319,19.92485444629045,25.164067675908797,15.903197925669835,32.195332757130515,17.39481620767786,1.4898502126534612,69.14254505734571,53.58580097350753,483,95.23809523809524,25.575039094225243
18.0,1500.0,400.0,0.65,95.0,0.0,12.0,0.65,8.0,2314,74.5894554883319,19.950617683969824,25.192837930345924,15.903197925669835,32.238547968885044,17.389748713779937,1.452616291383195,66.87041564792176,53.61903542866597,678,93.21533923303835,25.60952317687932
18.0,1500.0,400.0,0.65,95.0,0.0,12.0,0.65,6.0,2314,74.5894554883319,19.950617683969824,25.192837930345924,15.903197925669835,32.238547968885044,17.389748713779937,1.452616291383195,64.40329218106996,53.95921001979404,856,91.9392523364486,25.67332752170881
18.0,1500.0,400.0,0.65,95.0,0.0,10.0,0.55,8.0,2314,74.5894554883319,19.92485444629045,25.164067675908797,15.903197925669835,32.195332757130515,17.39481620767786,1.4898502126534612,66.64603960396039,53.59484978550283,698,92.97994269340974,25.687946721459518
18.0,1500.0,400.0,0.65,95.0,0.0,10.0,0.55,6.0,2314,74.5894554883319,19.92485444629045,25.164067675908797,15.903197925669835,32.195332757130515,17.39481620767786,1.4898502126534612,63.96648044692738,53.90963161196881,882,91.83673469387755,25.745107121436128
18.0,1500.0,400.0,0.65,95.0,1.5,16.0,0.45,12.0,2314,66.59464131374244,20.692736175095593,26.054970296044058,14.866032843560934,31.547104580812444,17.387322534690163,1.7890562516873814,65.27403414195867,53.57095431682051,88,100.0,26.31180312561272
18.0,1500.0,400.0,0.65,95.0,1.5,16.0,0.45,10.0,2314,66.59464131374244,20.692736175095593,26.054970296044058,14.866032843560934,31.547104580812444,17.387322534690163,1.7890562516873814,64.02239850676622,54.01776802792889,171,98.83040935672514,26.370282657776464
18.0,1500.0,400.0,0.65,95.0,0.0,10.0,0.65,12.0,2314,74.5894554883319,19.621011798012365,24.82470596618763,16.16248919619706,33.01642178046673,17.461928828877518,1.9366572678966536,69.26006528835691,53.556454868405986,476,95.16806722689076,26.387345902332466
18.0,1500.0,400.0,0.65,95.0,0.0,10.0,0.65,10.0,2314,74.5894554883319,19.621011798012365,24.82470596618763,16.16248919619706,33.01642178046673,17.461928828877518,1.9366572678966536,67.76664702416028,53.70348519031826,617,93.354943273906,26.478002099981705
18.0,1500.0,400.0,0.65,95.0,1.5,16.0,0.45,8.0,2314,66.59464131374244,20.692736175095593,26.054970296044058,14.866032843560934,31.547104580812444,17.387322534690163,1.7890562516873814,61.701056869652746,54.53137249076495,327,96.3302752293578,26.49528936414483
18.0,1500.0,400.0,0.65,95.0,0.0,10.0,0.65,8.0,2314,74.5894554883319,19.621011798012365,24.82470596618763,16.16248919619706,33.01642178046673,17.461928828877518,1.9366572678966536,64.64646464646465,53.67880978464661,829,92.40048250904704,26.52572513822465
18.0,1500.0,400.0,0.65,95.0,0.0,10.0,0.65,6.0,2314,74.5894554883319,19.621011798012365,24.82470596618763,16.16248919619706,33.01642178046673,17.461928828877518,1.9366572678966536,62.846441947565545,54.125150109729795,979,90.6026557711951,26.61561647511725
18.0,1500.0,400.0,0.65,95.0,1.5,14.0,0.45,12.0,2314,68.23681936041487,20.56192354158838,25.905765449960132,14.649956784788246,31.76318063958513,17.407895252891468,1.968576943526164,66.3923182441701,53.67468580485246,127,100.0,26.62601091073799
18.0,1500.0,400.0,0.65,95.0,1.5,16.0,0.45,6.0,2314,66.59464131374244,20.692736175095593,26.054970296044058,14.866032843560934,31.547104580812444,17.387322534690163,1.7890562516873814,57.0926143024619,55.126506051459785,608,93.25657894736842,26.6489741782443
18.0,1500.0,400.0,0.65,95.0,1.5,14.0,0.45,10.0,2314,68.23681936041487,20.56192354158838,25.905765449960132,14.649956784788246,31.76318063958513,17.407895252891468,1.968576943526164,64.9593106749641,54.095627859558604,225,98.66666666666667,26.692677577404655
18.0,1500.0,400.0,0.65,95.0,1.5,16.0,0.55,12.0,2314,69.44684528954191,20.48963246483763,25.82355133792747,14.649956784788246,31.80639585133967,17.420215605536292,2.0683106612143773,67.28452270620946,53.71068463092124,156,99.35897435897436,26.833704442435145
18.0,1500.0,400.0,0.65,95.0,1.5,14.0,0.45,8.0,2314,68.23681936041487,20.56192354158838,25.905765449960132,14.649956784788246,31.76318063958513,17.407895252891468,1.968576943526164,62.681912681912685,54.57601722038841,390,95.64102564102564,26.843959628686708
18.0,1500.0,400.0,0.65,95.0,1.5,16.0,0.55,10.0,2314,69.44684528954191,20.48963246483763,25.82355133792747,14.649956784788246,31.80639585133967,17.420215605536292,2.0683106612143773,65.7856093979442,54.08742877456961,271,97.0479704797048,26.949254636398624
18.0,1500.0,400.0,0.65,95.0,1.5,14.0,0.45,6.0,2314,68.23681936041487,20.56192354158838,25.905765449960132,14.649956784788246,31.76318063958513,17.407895252891468,1.968576943526164,58.418829209414604,55.175002379682155,657,92.99847792998477,26.97608701423875
18.0,1500.0,400.0,0.65,95.0,1.5,16.0,0.55,8.0,2314,69.44684528954191,20.48963246483763,25.82355133792747,14.649956784788246,31.80639585133967,17.420215605536292,2.0683106612143773,63.01295896328294,54.48731372111721,462,95.23809523809524,27.0397483984791
18.0,1500.0,400.0,0.65,95.0,1.5,12.0,0.45,12.0,2314,69.79256698357823,20.38890445629128,25.709275469302774,14.56352636127917,32.0656871218669,17.4385060808681,2.2079378659778746,67.24624060150376,53.795163166938515,186,98.9247311827957,27.102597481829697
18.0,1500.0,400.0,0.65,95.0,1.5,16.0,0.55,6.0,2314,69.44684528954191,20.48963246483763,25.82355133792747,14.649956784788246,31.80639585133967,17.420215605536292,2.0683106612143773,59.57055214723926,55.20011424879721,684,92.98245614035088,27.15253035336632
18.0,1500.0,400.0,0.65,95.0,1.5,12.0,0.45,10.0,2314,69.79256698357823,20.38890445629128,25.709275469302774,14.56352636127917,32.0656871218669,17.4385060808681,2.2079378659778746,65.49648946840522,54.12140438950757,320,96.5625,27.22070904096948
18.0,1500.0,400.0,0.65,95.0,1.5,14.0,0.55,12.0,2314,69.83578219533275,20.331570730149323,25.644410930436926,14.649956784788246,32.02247191011236,17.44974150546896,2.287724840128445,67.06161137440758,53.83891421158757,204,98.52941176470588,27.26450596256522
18.0,1500.0,400.0,0.65,95.0,1.5,12.0,0.45,8.0,2314,69.79256698357823,20.38890445629128,25.709275469302774,14.56352636127917,32.0656871218669,17.4385060808681,2.2079378659778746,62.76889134031991,54.53928758616755,501,95.20958083832335,27.288354999053315
18.0,1500.0,400.0,0.65,95.0,1.5,16.0,0.65,12.0,2314,69.83578219533275,20.28875071934898,25.59597244466553,14.779602420051857,32.0656871218669,17.458595934405675,2.347565070741372,66.7464114832536,53.850254758684905,224,98.66071428571429,27.365065721277197
18.0,1500.0,400.0,0.65,95.0,1.5,14.0,0.55,10.0,2314,69.83578219533275,20.331570730149323,25.644410930436926,14.649956784788246,32.02247191011236,17.44974150546896,2.287724840128445,65.27918781725889,54.1473348928784,344,95.93023255813954,27.394464922893537
18.0,1500.0,400.0,0.65,95.0,1.5,14.0,0.55,8.0,2314,69.83578219533275,20.331570730149323,25.644410930436926,14.649956784788246,32.02247191011236,17.44974150546896,2.287724840128445,62.666666666666664,54.59395476728951,514,94.94163424124514,27.443894838738256
18.0,1500.0,400.0,0.65,95.0,1.5,12.0,0.45,6.0,2314,69.79256698357823,20.38890445629128,25.709275469302774,14.56352636127917,32.0656871218669,17.4385060808681,2.2079378659778746,58.93437296946069,55.07545784677238,775,91.35483870967742,27.481092105485608
18.0,1500.0,400.0,0.65,95.0,1.5,16.0,0.65,10.0,2314,69.83578219533275,20.28875071934898,25.59597244466553,14.779602420051857,32.0656871218669,17.458595934405675,2.347565070741372,65.08179959100204,54.17583622594186,358,95.81005586592178,27.507598642266824
18.0,1500.0,400.0,0.65,95.0,1.5,16.0,0.65,8.0,2314,69.83578219533275,20.28875071934898,25.59597244466553,14.779602420051857,32.0656871218669,17.458595934405675,2.347565070741372,61.97502837684449,54.54448859384958,552,94.92753623188406,27.55172462396871
18.0,1500.0,400.0,0.65,95.0,1.5,14.0,0.55,6.0,2314,69.83578219533275,20.331570730149323,25.644410930436926,14.649956784788246,32.02247191011236,17.44974150546896,2.287724840128445,58.664021164021165,55.073092751084324,802,90.89775561097257,27.646088770251886
18.0,1500.0,400.0,0.65,95.0,1.5,16.0,0.65,6.0,2314,69.83578219533275,20.28875071934898,25.59597244466553,14.779602420051857,32.0656871218669,17.458595934405675,2.347565070741372,58.47176079734219,55.111236416040065,809,90.97651421508034,27.749275724808896
18.0,1500.0,400.0,0.65,95.0,1.5,10.0,0.45,12.0,2314,71.34831460674157,20.149558394923247,25.439007316693264,14.909248055315471,32.36819360414866,17.488164858103268,2.543043157410269,67.67326732673267,53.87215287012275,294,96.59863945578232,27.819098397596317
18.0,1500.0,400.0,0.65,95.0,1.5,10.0,0.45,10.0,2314,71.34831460674157,20.149558394923247,25.439007316693264,14.909248055315471,32.36819360414866,17.488164858103268,2.543043157410269,65.78249336870026,54.18766602643274,429,95.8041958041958,27.858820580175642
18.0,1500.0,400.0,0.65,95.0,1.5,12.0,0.55,12.0,2314,71.47796024200518,20.123317783234754,25.4093312420627,14.995678478824544,32.32497839239412,17.493887105706442,2.5802770786805347,67.7579365079365,53.9040520647516,298,96.64429530201342,27.883885389584215
18.0,1500.0,400.0,0.65,95.0,1.5,14.0,0.65,12.0,2314,71.47796024200518,20.104600940417022,25.388177903684067,15.038893690579084,32.36819360414866,17.49801699134106,2.6068727367307245,67.66169154228855,53.91733328348318,304,96.71052631578948,27.928536619221553
18.0,1500.0,400.0,0.65,95.0,1.5,10.0,0.45,8.0,2314,71.34831460674157,20.149558394923247,25.439007316693264,14.909248055315471,32.36819360414866,17.488164858103268,2.543043157410269,63.25934579439252,54.61046810417499,602,94.35215946843854,27.931422396963505
18.0,1500.0,400.0,0.65,95.0,1.5,12.0,0.55,10.0,2314,71.47796024200518,20.123317783234754,25.4093312420627,14.995678478824544,32.32497839239412,17.493887105706442,2.5802770786805347,65.94048884165781,54.223268895656275,432,95.60185185185185,27.936007562092296
18.0,1500.0,400.0,0.65,95.0,1.5,14.0,0.65,10.0,2314,71.47796024200518,20.104600940417022,25.388177903684067,15.038893690579084,32.36819360414866,17.49801699134106,2.6068727367307245,65.83021890016018,54.22767637377394,441,95.46485260770974,27.990820304625537
18.0,1500.0,400.0,0.65,95.0,1.5,12.0,0.55,8.0,2314,71.47796024200518,20.123317783234754,25.4093312420627,14.995678478824544,32.32497839239412,17.493887105706442,2.5802770786805347,63.3703920421299,54.64620471095535,605,94.3801652892562,27.997091890222077
18.0,1500.0,400.0,0.65,95.0,1.5,14.0,0.65,8.0,2314,71.47796024200518,20.104600940417022,25.388177903684067,15.038893690579084,32.36819360414866,17.49801699134106,2.6068727367307245,63.28445747800586,54.6661047098586,609,94.41707717569787,28.043209076226134
18.0,1500.0,400.0,0.65,95.0,1.5,10.0,0.45,6.0,2314,71.34831460674157,20.149558394923247,25.439007316693264,14.909248055315471,32.36819360414866,17.488164858103268,2.543043157410269,60.12228260869565,55.22175578556757,842,90.97387173396675,28.100336783687094
18.0,1500.0,400.0,0.65,95.0,1.5,12.0,0.55,6.0,2314,71.47796024200518,20.123317783234754,25.4093312420627,14.995678478824544,32.32497839239412,17.493887105706442,2.5802770786805347,60.136986301369866,55.227916649614315,854,90.86651053864169,28.1727746277528
18.0,1500.0,400.0,0.65,95.0,1.5,14.0,0.65,6.0,2314,71.47796024200518,20.104600940417022,25.388177903684067,15.038893690579084,32.36819360414866,17.49801699134106,2.6068727367307245,59.90338164251208,55.22369823698421,865,90.86705202312139,28.220710333854957
18.0,1500.0,400.0,0.65,95.0,1.5,12.0,0.65,12.0,2314,71.86689714779602,19.86586272054268,25.1165533074233,15.211754537597233,32.67070008643042,17.553405634298226,2.9526162913831944,66.73662119622246,53.982159381004685,408,95.83333333333333,28.59990291066929
18.0,1500.0,400.0,0.65,95.0,1.5,12.0,0.65,10.0,2314,71.86689714779602,19.86586272054268,25.1165533074233,15.211754537597233,32.67070008643042,17.553405634298226,2.9526162913831944,64.62931522354273,54.27706178544446,547,95.24680073126143,28.629229540772887
18.0,1500.0,400.0,0.65,95.0,1.5,10.0,0.55,12.0,2314,71.91011235955057,19.84038972230676,25.08767937274591,15.384615384615385,32.67070008643042,17.55972213807037,2.989850212653461,66.56101426307448,53.9796337882257,421,95.96199524940617,28.66151766206037
18.0,1500.0,400.0,0.65,95.0,1.5,10.0,0.55,10.0,2314,71.91011235955057,19.84038972230676,25.08767937274591,15.384615384615385,32.67070008643042,17.55972213807037,2.989850212653461,64.5655877342419,54.29741458834338,553,95.29837251356238,28.694698798852556
18.0,1500.0,400.0,0.65,95.0,1.5,12.0,0.65,8.0,2314,71.86689714779602,19.86586272054268,25.1165533074233,15.211754537597233,32.67070008643042,17.553405634298226,2.9526162913831944,61.78707224334601,54.65237804494721,736,93.47826086956522,28.717656533857696
18.0,1500.0,400.0,0.65,95.0,1.5,10.0,0.55,8.0,2314,71.91011235955057,19.84038972230676,25.08767937274591,15.384615384615385,32.67070008643042,17.55972213807037,2.989850212653461,61.77409061901723,54.6547442903249,747,93.1726907630522,28.800982886378065
18.0,1500.0,400.0,0.65,95.0,1.5,12.0,0.65,6.0,2314,71.86689714779602,19.86586272054268,25.1165533074233,15.211754537597233,32.67070008643042,17.553405634298226,2.9526162913831944,58.55365474339036,55.02998921646853,1028,88.52140077821012,28.96549953842545
18.0,1500.0,400.0,0.65,95.0,1.5,10.0,0.55,6.0,2314,71.91011235955057,19.84038972230676,25.08767937274591,15.384615384615385,32.67070008643042,17.55972213807037,2.989850212653461,58.484609313338595,54.99297515339257,1047,88.15663801337153,29.0517855238621
18.0,1500.0,400.0,0.65,95.0,1.5,10.0,0.65,12.0,2314,73.16335350043215,19.53835782476999,24.747073112671885,15.946413137424372,32.886776145203115,17.644588298924365,3.4366572678966536,66.42294713160855,54.07465206788951,536,95.5223880597015,29.510962344117594
18.0,1500.0,400.0,0.65,95.0,1.5,10.0,0.65,10.0,2314,73.16335350043215,19.53835782476999,24.747073112671885,15.946413137424372,32.886776145203115,17.644588298924365,3.4366572678966536,64.7912885662432,54.42643004452261,661,94.0998487140696,29.582089311399187
18.0,1500.0,400.0,0.65,95.0,3.0,16.0,0.45,12.0,2314,58.47018150388937,20.66135106567845,26.06816147260842,15.12532411408816,31.15816767502161,17.56514213062483,3.2890562516873816,53.01085883514314,55.526873562381205,288,96.875,29.63018016683882
18.0,1500.0,400.0,0.65,95.0,1.5,10.0,0.65,8.0,2314,73.16335350043215,19.53835782476999,24.747073112671885,15.946413137424372,32.886776145203115,17.644588298924365,3.4366572678966536,62.30613621038436,54.85072951661879,831,92.53910950661853,29.66012627177174
18.0,1500.0,400.0,0.65,95.0,3.0,16.0,0.45,10.0,2314,58.47018150388937,20.66135106567845,26.06816147260842,15.12532411408816,31.15816767502161,17.56514213062483,3.2890562516873816,49.04423812124522,56.14953771906643,483,94.20289855072464,29.763785239302585
18.0,1500.0,400.0,0.65,95.0,1.5,10.0,0.65,6.0,2314,73.16335350043215,19.53835782476999,24.747073112671885,15.946413137424372,32.886776145203115,17.644588298924365,3.4366572678966536,58.61767279090114,54.928523017195154,1171,87.36122971818958,29.91902026119319
18.0,1500.0,400.0,0.65,95.0,3.0,14.0,0.45,12.0,2314,59.93949870354365,20.532040638785084,25.918956969297152,15.211754537597233,31.374243733794295,17.593874102374183,3.468576943526164,53.58413828164718,55.40170672029366,347,95.96541786743516,29.9987774154473
18.0,1500.0,400.0,0.65,95.0,3.0,14.0,0.45,10.0,2314,59.93949870354365,20.532040638785084,25.918956969297152,15.211754537597233,31.374243733794295,17.593874102374183,3.468576943526164,49.31506849315068,55.9328555538595,562,93.06049822064057,30.14402339778703
18.0,1500.0,400.0,0.65,95.0,3.0,16.0,0.55,12.0,2314,60.4580812445981,20.46055661401587,25.83674270350259,15.298184961106308,31.50388936905791,17.610234620418964,3.5683106612143773,54.105048444671084,55.400159045981006,353,95.75070821529745,30.189598839090777
18.0,1500.0,400.0,0.65,95.0,3.0,16.0,0.45,8.0,2314,58.47018150388937,20.66135106567845,26.06816147260842,15.12532411408816,31.15816767502161,17.56514213062483,3.2890562516873816,41.18926758520667,56.54776980367052,935,83.9572192513369,30.276069204271973
18.0,1500.0,400.0,0.65,95.0,3.0,16.0,0.55,10.0,2314,60.4580812445981,20.46055661401587,25.83674270350259,15.298184961106308,31.50388936905791,17.610234620418964,3.5683106612143773,49.7698504027618,55.88634090642669,576,92.70833333333333,30.341717583188984
18.0,1500.0,400.0,0.65,95.0,3.0,12.0,0.45,12.0,2314,61.754537597234226,20.361163143672442,25.722466195448632,15.298184961106308,31.84961106309421,17.633843732700864,3.7079378659778746,54.300791556728235,55.269138689855914,419,95.4653937947494,30.45703134675536
